code,year,month,precipitacion_dias
C0A0,2017,9,15
C0A0,2017,10,10
C0A0,2017,11,17
C0A0,2017,12,22
C049,2017,1,9
C049,2017,2,12
C049,2017,3,10
C049,2017,4,9
C049,2017,5,11
C049,2017,6,12
C049,2017,7,5
C049,2017,8,6
C049,2017,9,6
C049,2017,10,8
C049,2017,11,16
C049,2017,12,17
C00B,2017,4,5
C00B,2017,5,12
C00B,2017,6,13
C00B,2017,7,6
C00B,2017,8,9
C00B,2017,9,15
C00B,2017,10,8
C00B,2017,11,15
C00B,2017,12,22
C020,2017,1,10
C020,2017,2,11
C020,2017,3,9
C020,2017,4,8
C020,2017,5,12
C020,2017,6,10
C020,2017,7,7
C020,2017,8,7
C020,2017,9,9
C020,2017,10,7
C020,2017,11,15
C020,2017,12,19
C070,2017,1,9
C070,2017,2,12
C070,2017,3,8
C070,2017,4,9
C070,2017,5,10
C070,2017,6,13
C070,2017,7,9
C070,2017,8,10
C070,2017,9,16
C070,2017,10,7
C070,2017,11,16
C070,2017,12,18
C050,2017,1,9
C050,2017,2,12
C050,2017,3,10
C050,2017,4,8
C050,2017,5,10
C050,2017,6,11
C050,2017,7,5
C050,2017,8,4
C050,2017,9,4
C050,2017,10,6
C050,2017,11,12
C050,2017,12,18
C0B1,2017,1,10
C0B1,2017,2,14
C0B1,2017,3,13
C0B1,2017,4,10
C0B1,2017,5,16
C0B1,2017,6,19
C0B1,2017,7,12
C0B1,2017,8,14
C0B1,2017,9,19
C0B1,2017,10,13
C0B1,2017,11,17
C0B1,2017,12,24
C079,2017,1,10
C079,2017,2,12
C079,2017,3,13
C079,2017,4,8
C079,2017,5,12
C079,2017,6,16
C079,2017,7,14
C079,2017,8,13
C079,2017,9,19
C079,2017,10,11
C079,2017,11,16
C079,2017,12,23
C0C1,2017,1,8
C0C1,2017,2,11
C0C1,2017,3,13
C0C1,2017,4,8
C0C1,2017,5,16
C0C1,2017,6,14
C0C1,2017,7,7
C0C1,2017,8,11
C0C1,2017,9,18
C0C1,2017,10,12
C0C1,2017,11,16
C0C1,2017,12,24
C061,2017,1,9
C061,2017,2,11
C061,2017,3,13
C061,2017,4,8
C061,2017,5,14
C061,2017,6,19
C061,2017,7,17
C061,2017,8,17
C061,2017,9,18
C061,2017,10,11
C061,2017,11,16
C061,2017,12,23
C032,2017,1,9
C032,2017,2,13
C032,2017,3,12
C032,2017,4,9
C032,2017,5,13
C032,2017,6,15
C032,2017,7,12
C032,2017,8,11
C032,2017,9,15
C032,2017,10,12
C032,2017,11,16
C032,2017,12,24
C002,2017,1,8
C002,2017,2,14
C002,2017,3,12
C002,2017,4,8
C002,2017,5,14
C002,2017,6,17
C002,2017,7,15
C002,2017,8,13
C002,2017,9,18
C002,2017,10,10
C002,2017,11,17
C002,2017,12,23
C0C2,2017,1,9
C0C2,2017,2,11
C0C2,2017,3,11
C0C2,2017,4,9
C0C2,2017,5,13
C0C2,2017,6,14
C0C2,2017,7,8
C0C2,2017,8,11
C0C2,2017,9,19
C0C2,2017,10,9
C0C2,2017,11,16
C0C2,2017,12,23
C069,2017,1,9
C069,2017,2,13
C069,2017,3,13
C069,2017,4,9
C069,2017,5,15
C069,2017,6,18
C069,2017,7,16
C069,2017,8,13
C069,2017,9,17
C069,2017,10,10
C069,2017,11,18
C069,2017,12,24
C0B6,2017,1,10
C0B6,2017,2,12
C0B6,2017,3,15
C0B6,2017,4,8
C0B6,2017,5,12
C0B6,2017,6,17
C0B6,2017,7,15
C0B6,2017,8,13
C0B6,2017,9,19
C0B6,2017,10,12
C0B6,2017,11,17
C0B6,2017,12,24
C0BE,2017,1,8
C0BE,2017,2,13
C0BE,2017,3,14
C0BE,2017,4,8
C0BE,2017,5,12
C0BE,2017,6,18
C0BE,2017,7,15
C0BE,2017,8,13
C0BE,2017,9,18
C0BE,2017,10,11
C0BE,2017,11,17
C0BE,2017,12,22
C065,2017,1,9
C065,2017,2,11
C065,2017,3,11
C065,2017,4,8
C065,2017,5,11
C065,2017,6,13
C065,2017,7,15
C065,2017,8,15
C065,2017,9,20
C065,2017,10,9
C065,2017,11,14
C065,2017,12,22
C003,2017,1,12
C003,2017,2,14
C003,2017,3,14
C003,2017,4,9
C003,2017,5,14
C003,2017,6,17
C003,2017,7,12
C003,2017,8,14
C003,2017,9,19
C003,2017,10,10
C003,2017,11,16
C003,2017,12,24
C039,2017,1,10
C039,2017,2,14
C039,2017,3,13
C039,2017,4,9
C039,2017,5,12
C039,2017,6,16
C039,2017,7,14
C039,2017,8,13
C039,2017,9,17
C039,2017,10,10
C039,2017,11,16
C039,2017,12,24
C075,2017,1,10
C075,2017,2,12
C075,2017,3,15
C075,2017,4,8
C075,2017,5,13
C075,2017,6,20
C075,2017,7,13
C075,2017,8,17
C075,2017,9,16
C075,2017,10,13
C075,2017,11,17
C075,2017,12,24
C074,2017,1,11
C074,2017,2,13
C074,2017,3,14
C074,2017,4,8
C074,2017,5,14
C074,2017,6,20
C074,2017,7,14
C074,2017,8,17
C074,2017,9,16
C074,2017,10,10
C074,2017,11,16
C074,2017,12,24
C009,2017,8,13
C009,2017,9,18
C009,2017,10,12
C009,2017,11,18
C009,2017,12,24
C038,2017,1,9
C038,2017,2,16
C038,2017,3,12
C038,2017,4,8
C038,2017,5,14
C038,2017,6,17
C038,2017,7,15
C038,2017,8,14
C038,2017,9,18
C038,2017,10,13
C038,2017,11,17
C038,2017,12,24
C033,2017,1,10
C033,2017,2,11
C033,2017,3,14
C033,2017,4,8
C033,2017,5,16
C033,2017,6,19
C033,2017,7,14
C033,2017,8,15
C033,2017,9,20
C033,2017,10,10
C033,2017,11,17
C033,2017,12,23
C0BD,2017,1,9
C0BD,2017,2,13
C0BD,2017,3,14
C0BD,2017,4,8
C0BD,2017,5,14
C0BD,2017,6,17
C0BD,2017,7,16
C0BD,2017,8,15
C0BD,2017,9,19
C0BD,2017,10,12
C0BD,2017,11,16
C0BD,2017,12,22
C036,2017,1,11
C036,2017,2,12
C036,2017,3,14
C036,2017,4,9
C036,2017,5,13
C036,2017,6,15
C036,2017,7,13
C036,2017,8,11
C036,2017,9,19
C036,2017,10,11
C036,2017,11,16
C036,2017,12,24
C045,2017,1,9
C045,2017,2,11
C045,2017,3,16
C045,2017,4,9
C045,2017,5,15
C045,2017,6,20
C045,2017,7,16
C045,2017,8,17
C045,2017,9,21
C045,2017,10,12
C045,2017,11,13
C045,2017,12,23
C0B7,2017,1,10
C0B7,2017,2,12
C0B7,2017,3,14
C0B7,2017,4,8
C0B7,2017,5,18
C0B7,2017,6,18
C0B7,2017,7,14
C0B7,2017,8,14
C0B7,2017,9,16
C0B7,2017,10,13
C0B7,2017,11,16
C0B7,2017,12,23
C019,2017,1,9
C019,2017,2,14
C019,2017,3,13
C019,2017,4,9
C019,2017,5,14
C019,2017,6,19
C019,2017,7,18
C019,2017,8,14
C019,2017,9,17
C019,2017,10,12
C019,2017,11,18
C019,2017,12,24
C057,2017,1,9
C057,2017,2,13
C057,2017,3,13
C057,2017,4,9
C057,2017,5,16
C057,2017,6,18
C057,2017,7,12
C057,2017,8,11
C057,2017,9,19
C057,2017,10,12
C057,2017,11,17
C057,2017,12,24
C063,2017,1,9
C063,2017,2,13
C063,2017,3,13
C063,2017,4,8
C063,2017,5,15
C063,2017,6,16
C063,2017,7,13
C063,2017,8,15
C063,2017,9,19
C063,2017,10,11
C063,2017,11,17
C063,2017,12,24
C046,2017,1,10
C046,2017,2,11
C046,2017,3,13
C046,2017,4,8
C046,2017,5,16
C046,2017,6,19
C046,2017,7,21
C046,2017,8,19
C046,2017,9,19
C046,2017,10,13
C046,2017,11,16
C046,2017,12,24
C0BA,2017,1,8
C0BA,2017,2,14
C0BA,2017,3,12
C0BA,2017,4,8
C0BA,2017,5,14
C0BA,2017,6,17
C0BA,2017,7,16
C0BA,2017,8,12
C0BA,2017,9,18
C0BA,2017,10,11
C0BA,2017,11,18
C0BA,2017,12,22
C059,2017,1,10
C059,2017,2,10
C059,2017,3,11
C059,2017,4,8
C059,2017,5,11
C059,2017,6,10
C059,2017,7,7
C059,2017,8,10
C059,2017,9,20
C059,2017,10,7
C059,2017,11,16
C059,2017,12,20
C072,2017,1,10
C072,2017,2,12
C072,2017,3,11
C072,2017,4,9
C072,2017,5,16
C072,2017,6,20
C072,2017,7,21
C072,2017,8,17
C072,2017,9,14
C072,2017,10,11
C072,2017,11,16
C072,2017,12,22
C0B4,2017,1,10
C0B4,2017,2,12
C0B4,2017,3,14
C0B4,2017,4,9
C0B4,2017,5,13
C0B4,2017,6,19
C0B4,2017,7,13
C0B4,2017,8,14
C0B4,2017,9,14
C0B4,2017,10,11
C0B4,2017,11,16
C0B4,2017,12,24
C054,2017,1,11
C054,2017,2,13
C054,2017,3,14
C054,2017,4,8
C054,2017,5,12
C054,2017,6,19
C054,2017,7,11
C054,2017,8,11
C054,2017,9,17
C054,2017,10,10
C054,2017,11,17
C054,2017,12,23
C042,2017,1,9
C042,2017,2,14
C042,2017,3,10
C042,2017,4,7
C042,2017,5,17
C042,2017,6,15
C042,2017,7,12
C042,2017,8,13
C042,2017,9,19
C042,2017,10,11
C042,2017,11,17
C042,2017,12,23
C0B9,2017,1,11
C0B9,2017,2,16
C0B9,2017,3,15
C0B9,2017,4,10
C0B9,2017,5,16
C0B9,2017,6,16
C0B9,2017,7,15
C0B9,2017,8,14
C0B9,2017,9,19
C0B9,2017,10,12
C0B9,2017,11,17
C0B9,2017,12,24
C0C3,2017,1,9
C0C3,2017,2,13
C0C3,2017,3,14
C0C3,2017,4,9
C0C3,2017,5,16
C0C3,2017,6,16
C0C3,2017,7,10
C0C3,2017,8,12
C0C3,2017,9,17
C0C3,2017,10,11
C0C3,2017,11,17
C0C3,2017,12,23
C022,2017,1,11
C022,2017,2,12
C022,2017,3,14
C022,2017,4,8
C022,2017,5,16
C022,2017,6,22
C022,2017,7,19
C022,2017,8,19
C022,2017,9,16
C022,2017,10,14
C022,2017,11,16
C022,2017,12,24
C0B3,2017,1,11
C0B3,2017,2,11
C0B3,2017,3,15
C0B3,2017,4,8
C0B3,2017,5,18
C0B3,2017,6,19
C0B3,2017,7,15
C0B3,2017,8,16
C0B3,2017,9,19
C0B3,2017,10,11
C0B3,2017,11,17
C0B3,2017,12,24
C037,2017,1,10
C037,2017,2,13
C037,2017,3,13
C037,2017,4,8
C037,2017,5,16
C037,2017,6,20
C037,2017,7,15
C037,2017,8,16
C037,2017,9,18
C037,2017,10,12
C037,2017,11,15
C037,2017,12,24
C0E5,2017,1,12
C0E5,2017,2,13
C0E5,2017,3,15
C0E5,2017,4,7
C0E5,2017,5,10
C0E5,2017,6,18
C0E5,2017,7,13
C0E5,2017,8,14
C0E5,2017,9,18
C0E5,2017,10,13
C0E5,2017,11,17
C0E5,2017,12,22
C0DB,2017,1,11
C0DB,2017,2,13
C0DB,2017,3,17
C0DB,2017,4,8
C0DB,2017,5,16
C0DB,2017,6,16
C0DB,2017,7,12
C0DB,2017,8,14
C0DB,2017,9,17
C0DB,2017,10,12
C0DB,2017,11,16
C0DB,2017,12,24
C0D3,2017,1,11
C0D3,2017,2,12
C0D3,2017,3,16
C0D3,2017,4,8
C0D3,2017,5,15
C0D3,2017,6,21
C0D3,2017,7,16
C0D3,2017,8,16
C0D3,2017,9,18
C0D3,2017,10,12
C0D3,2017,11,17
C0D3,2017,12,24
C0DD,2017,1,10
C0DD,2017,2,14
C0DD,2017,3,15
C0DD,2017,4,8
C0DD,2017,5,13
C0DD,2017,6,18
C0DD,2017,7,16
C0DD,2017,8,17
C0DD,2017,9,16
C0DD,2017,10,12
C0DD,2017,11,16
C0DD,2017,12,22
C0E9,2017,1,11
C0E9,2017,2,13
C0E9,2017,3,15
C0E9,2017,4,7
C0E9,2017,5,11
C0E9,2017,6,14
C0E9,2017,7,9
C0E9,2017,8,13
C0E9,2017,9,17
C0E9,2017,10,13
C0E9,2017,11,18
C0E9,2017,12,22
C078,2017,1,9
C078,2017,2,12
C078,2017,3,16
C078,2017,4,8
C078,2017,5,15
C078,2017,6,17
C078,2017,7,14
C078,2017,8,15
C078,2017,9,16
C078,2017,10,13
C078,2017,11,16
C078,2017,12,23
C052,2017,1,12
C052,2017,2,13
C052,2017,3,15
C052,2017,4,8
C052,2017,5,13
C052,2017,6,20
C052,2017,7,15
C052,2017,8,17
C052,2017,9,17
C052,2017,10,13
C052,2017,11,16
C052,2017,12,24
C0E1,2017,1,11
C0E1,2017,2,13
C0E1,2017,3,15
C0E1,2017,4,8
C0E1,2017,5,12
C0E1,2017,6,17
C0E1,2017,7,13
C0E1,2017,8,18
C0E1,2017,9,18
C0E1,2017,10,13
C0E1,2017,11,17
C0E1,2017,12,22
C077,2017,1,12
C077,2017,2,13
C077,2017,3,16
C077,2017,4,7
C077,2017,5,13
C077,2017,6,19
C077,2017,7,16
C077,2017,8,18
C077,2017,9,17
C077,2017,10,13
C077,2017,11,15
C077,2017,12,24
C080,2017,1,12
C080,2017,2,14
C080,2017,3,16
C080,2017,4,9
C080,2017,5,16
C080,2017,6,19
C080,2017,7,15
C080,2017,8,19
C080,2017,9,19
C080,2017,10,14
C080,2017,11,16
C080,2017,12,24
C0E8,2017,1,11
C0E8,2017,2,13
C0E8,2017,3,15
C0E8,2017,4,9
C0E8,2017,5,14
C0E8,2017,6,16
C0E8,2017,7,11
C0E8,2017,8,14
C0E8,2017,9,17
C0E8,2017,10,13
C0E8,2017,11,17
C0E8,2017,12,23
C023,2017,1,10
C023,2017,2,13
C023,2017,3,12
C023,2017,4,8
C023,2017,5,14
C023,2017,6,17
C023,2017,7,8
C023,2017,8,13
C023,2017,9,17
C023,2017,10,11
C023,2017,11,16
C023,2017,12,22
C084,2017,1,11
C084,2017,2,13
C084,2017,3,14
C084,2017,4,8
C084,2017,5,15
C084,2017,6,17
C084,2017,7,10
C084,2017,8,11
C084,2017,9,17
C084,2017,10,12
C084,2017,11,16
C084,2017,12,20
C0EA,2017,1,12
C0EA,2017,2,13
C0EA,2017,3,14
C0EA,2017,4,9
C0EA,2017,5,13
C0EA,2017,6,17
C0EA,2017,7,15
C0EA,2017,8,16
C0EA,2017,9,18
C0EA,2017,10,14
C0EA,2017,11,16
C0EA,2017,12,23
C026,2017,1,13
C026,2017,2,12
C026,2017,3,16
C026,2017,4,8
C026,2017,5,13
C026,2017,6,17
C026,2017,7,15
C026,2017,8,18
C026,2017,9,18
C026,2017,10,14
C026,2017,11,16
C026,2017,12,23
C058,2017,1,12
C058,2017,2,14
C058,2017,3,17
C058,2017,4,8
C058,2017,5,14
C058,2017,6,19
C058,2017,7,19
C058,2017,8,20
C058,2017,9,17
C058,2017,10,14
C058,2017,11,17
C058,2017,12,23
C0F0,2017,1,11
C0F0,2017,2,14
C0F0,2017,3,16
C0F0,2017,4,9
C0F0,2017,5,15
C0F0,2017,6,19
C0F0,2017,7,15
C0F0,2017,8,18
C0F0,2017,9,17
C0F0,2017,10,15
C0F0,2017,11,16
C0F0,2017,12,24
C0F1,2017,10,8
C0F1,2017,11,17
C0F1,2017,12,24
C0E7,2017,1,11
C0E7,2017,2,13
C0E7,2017,3,17
C0E7,2017,4,8
C0E7,2017,5,11
C0E7,2017,6,15
C0E7,2017,7,11
C0E7,2017,8,14
C0E7,2017,9,16
C0E7,2017,10,11
C0E7,2017,11,17
C0E7,2017,12,23
C0DC,2017,1,11
C0DC,2017,2,13
C0DC,2017,3,16
C0DC,2017,4,8
C0DC,2017,5,12
C0DC,2017,6,17
C0DC,2017,7,12
C0DC,2017,8,13
C0DC,2017,9,16
C0DC,2017,10,14
C0DC,2017,11,17
C0DC,2017,12,24
C0EC,2017,1,10
C0EC,2017,2,13
C0EC,2017,3,16
C0EC,2017,4,8
C0EC,2017,5,14
C0EC,2017,6,19
C0EC,2017,7,14
C0EC,2017,8,19
C0EC,2017,9,16
C0EC,2017,10,13
C0EC,2017,11,16
C0EC,2017,12,22
C0DE,2017,1,13
C0DE,2017,2,14
C0DE,2017,3,17
C0DE,2017,4,8
C0DE,2017,5,13
C0DE,2017,6,18
C0DE,2017,7,12
C0DE,2017,8,15
C0DE,2017,9,17
C0DE,2017,10,13
C0DE,2017,11,17
C0DE,2017,12,23
C017,2017,1,10
C017,2017,2,13
C017,2017,3,16
C017,2017,4,7
C017,2017,5,17
C017,2017,6,19
C017,2017,7,15
C017,2017,8,18
C017,2017,9,16
C017,2017,10,14
C017,2017,11,16
C017,2017,12,23
C0F4,2017,1,10
C0F4,2017,2,13
C0F4,2017,3,16
C0F4,2017,4,9
C0F4,2017,5,16
C0F4,2017,6,19
C0F4,2017,7,12
C0F4,2017,8,15
C0F4,2017,9,19
C0F4,2017,10,13
C0F4,2017,11,16
C0F4,2017,12,22
C0D1,2017,1,10
C0D1,2017,2,13
C0D1,2017,3,16
C0D1,2017,4,9
C0D1,2017,5,13
C0D1,2017,6,14
C0D1,2017,7,12
C0D1,2017,8,14
C0D1,2017,9,18
C0D1,2017,10,11
C0D1,2017,11,16
C0D1,2017,12,22
C043,2017,1,14
C043,2017,2,13
C043,2017,3,15
C043,2017,4,7
C043,2017,5,10
C043,2017,6,11
C043,2017,7,10
C043,2017,8,13
C043,2017,9,12
C043,2017,10,12
C043,2017,11,17
C043,2017,12,23
C0D2,2017,1,10
C0D2,2017,2,13
C0D2,2017,3,15
C0D2,2017,4,9
C0D2,2017,5,14
C0D2,2017,6,17
C0D2,2017,7,12
C0D2,2017,8,15
C0D2,2017,9,16
C0D2,2017,10,12
C0D2,2017,11,16
C0D2,2017,12,22
C0D0,2017,1,10
C0D0,2017,2,13
C0D0,2017,3,16
C0D0,2017,4,10
C0D0,2017,5,13
C0D0,2017,6,18
C0D0,2017,7,16
C0D0,2017,8,19
C0D0,2017,9,18
C0D0,2017,10,13
C0D0,2017,11,16
C0D0,2017,12,22
C064,2017,1,10
C064,2017,2,14
C064,2017,3,14
C064,2017,4,7
C064,2017,5,14
C064,2017,6,18
C064,2017,7,15
C064,2017,8,14
C064,2017,9,15
C064,2017,10,12
C064,2017,11,16
C064,2017,12,23
C028,2017,1,13
C028,2017,2,13
C028,2017,3,16
C028,2017,4,7
C028,2017,5,14
C028,2017,6,18
C028,2017,7,15
C028,2017,8,14
C028,2017,9,15
C028,2017,10,11
C028,2017,11,16
C028,2017,12,21
C029,2017,1,11
C029,2017,2,14
C029,2017,3,16
C029,2017,4,8
C029,2017,5,13
C029,2017,6,16
C029,2017,7,14
C029,2017,8,18
C029,2017,9,18
C029,2017,10,12
C029,2017,11,17
C029,2017,12,22
C076,2018,1,20
C076,2018,2,19
C076,2018,3,26
C076,2018,4,18
C076,2018,5,16
C076,2018,6,15
C076,2018,7,9
C076,2018,8,3
C076,2018,9,8
C076,2018,10,14
C076,2018,11,16
C076,2018,12,6
C056,2018,1,20
C056,2018,2,19
C056,2018,3,25
C056,2018,4,19
C056,2018,5,17
C056,2018,6,12
C056,2018,7,9
C056,2018,8,3
C056,2018,9,9
C056,2018,10,10
C056,2018,11,18
C056,2018,12,7
C035,2018,1,23
C035,2018,2,21
C035,2018,3,26
C035,2018,4,20
C035,2018,5,19
C035,2018,6,20
C035,2018,7,14
C035,2018,8,9
C035,2018,9,6
C035,2018,10,15
C035,2018,11,19
C035,2018,12,10
C016,2018,1,19
C016,2018,2,19
C016,2018,3,26
C016,2018,4,18
C016,2018,5,17
C016,2018,6,13
C016,2018,7,10
C016,2018,8,4
C016,2018,9,7
C016,2018,10,13
C016,2018,11,16
C016,2018,12,6
C034,2018,1,16
C034,2018,2,20
C034,2018,3,26
C034,2018,4,19
C034,2018,5,12
C034,2018,6,15
C034,2018,7,13
C034,2018,8,1
C034,2018,9,8
C034,2018,10,12
C034,2018,11,17
C034,2018,12,5
C0AA,2018,1,20
C0AA,2018,2,19
C0AA,2018,3,25
C0AA,2018,4,15
C0AA,2018,5,17
C0AA,2018,6,14
C0AA,2018,7,9
C0AA,2018,8,2
C0AA,2018,9,7
C0AA,2018,10,11
C0AA,2018,11,19
C0AA,2018,12,9
C067,2018,1,22
C067,2018,2,20
C067,2018,3,22
C067,2018,4,18
C067,2018,5,17
C067,2018,6,17
C067,2018,7,15
C067,2018,8,9
C067,2018,9,9
C067,2018,10,13
C067,2018,11,17
C067,2018,12,8
C044,2018,1,22
C044,2018,2,21
C044,2018,3,25
C044,2018,4,17
C044,2018,5,19
C044,2018,6,17
C044,2018,7,12
C044,2018,8,7
C044,2018,9,7
C044,2018,10,14
C044,2018,11,18
C044,2018,12,10
C048,2018,1,19
C048,2018,2,19
C048,2018,3,27
C048,2018,4,19
C048,2018,5,21
C048,2018,6,14
C048,2018,7,13
C048,2018,8,6
C048,2018,9,7
C048,2018,10,16
C048,2018,11,20
C048,2018,12,7
C068,2018,1,21
C068,2018,2,20
C068,2018,3,25
C068,2018,4,20
C068,2018,5,17
C068,2018,6,14
C068,2018,7,12
C068,2018,8,6
C068,2018,9,8
C068,2018,10,13
C068,2018,11,18
C068,2018,12,7
C024,2018,1,24
C024,2018,2,20
C024,2018,3,27
C024,2018,4,19
C024,2018,5,19
C024,2018,6,17
C024,2018,7,15
C024,2018,8,9
C024,2018,9,10
C024,2018,10,12
C024,2018,11,20
C024,2018,12,7
C0A0,2018,1,18
C0A0,2018,2,17
C0A0,2018,3,26
C0A0,2018,4,13
C0A0,2018,5,14
C0A0,2018,6,12
C0A0,2018,7,10
C0A0,2018,8,1
C0A0,2018,9,5
C0A0,2018,10,10
C0A0,2018,11,20
C0A0,2018,12,6
C047,2018,1,20
C047,2018,2,19
C047,2018,3,27
C047,2018,4,20
C047,2018,5,21
C047,2018,6,19
C047,2018,7,17
C047,2018,8,8
C047,2018,9,11
C047,2018,10,14
C047,2018,11,25
C047,2018,12,8
C031,2018,1,15
C031,2018,2,15
C031,2018,3,19
C031,2018,4,15
C031,2018,5,13
C031,2018,6,11
C031,2018,7,8
C031,2018,8,0
C031,2018,9,5
C031,2018,10,10
C031,2018,11,17
C031,2018,12,6
C041,2018,1,19
C041,2018,2,20
C041,2018,3,27
C041,2018,4,18
C041,2018,5,19
C041,2018,6,14
C041,2018,7,10
C041,2018,8,3
C041,2018,9,9
C041,2018,10,12
C041,2018,11,20
C041,2018,12,7
C055,2018,1,22
C055,2018,2,20
C055,2018,3,27
C055,2018,4,18
C055,2018,5,15
C055,2018,6,15
C055,2018,7,8
C055,2018,8,2
C055,2018,9,7
C055,2018,10,14
C055,2018,11,20
C055,2018,12,9
C060,2018,1,14
C060,2018,2,17
C060,2018,3,22
C060,2018,4,16
C060,2018,5,14
C060,2018,6,9
C060,2018,7,10
C060,2018,8,0
C060,2018,9,5
C060,2018,10,10
C060,2018,11,19
C060,2018,12,5
C030,2018,1,21
C030,2018,2,20
C030,2018,3,25
C030,2018,4,20
C030,2018,5,15
C030,2018,6,11
C030,2018,7,10
C030,2018,8,1
C030,2018,9,7
C030,2018,10,9
C030,2018,11,17
C030,2018,12,8
C051,2018,1,23
C051,2018,2,20
C051,2018,3,24
C051,2018,4,21
C051,2018,5,18
C051,2018,6,16
C051,2018,7,10
C051,2018,8,9
C051,2018,9,4
C051,2018,10,12
C051,2018,11,19
C051,2018,12,7
C0A0,2018,1,22
C0A0,2018,2,20
C0A0,2018,3,27
C0A0,2018,4,19
C0A0,2018,5,18
C0A0,2018,6,17
C0A0,2018,7,13
C0A0,2018,8,7
C0A0,2018,9,6
C0A0,2018,10,14
C0A0,2018,11,19
C0A0,2018,12,10
C049,2018,1,15
C049,2018,2,19
C049,2018,3,24
C049,2018,4,17
C049,2018,5,18
C049,2018,6,14
C049,2018,7,10
C049,2018,8,5
C049,2018,9,9
C049,2018,10,11
C049,2018,11,16
C049,2018,12,5
C00B,2018,1,15
C00B,2018,2,20
C00B,2018,3,27
C00B,2018,4,19
C00B,2018,5,15
C00B,2018,6,15
C00B,2018,7,11
C00B,2018,8,4
C00B,2018,9,5
C00B,2018,10,15
C00B,2018,11,18
C00B,2018,12,6
C020,2018,1,17
C020,2018,2,19
C020,2018,3,26
C020,2018,4,17
C020,2018,5,14
C020,2018,6,14
C020,2018,7,8
C020,2018,8,1
C020,2018,9,10
C020,2018,10,13
C020,2018,11,14
C020,2018,12,5
C070,2018,1,19
C070,2018,2,19
C070,2018,3,27
C070,2018,4,19
C070,2018,5,19
C070,2018,6,18
C070,2018,7,14
C070,2018,8,8
C070,2018,9,11
C070,2018,10,18
C070,2018,11,19
C070,2018,12,7
C050,2018,1,14
C050,2018,2,16
C050,2018,3,23
C050,2018,4,17
C050,2018,5,13
C050,2018,6,13
C050,2018,7,9
C050,2018,8,2
C050,2018,9,7
C050,2018,10,11
C050,2018,11,17
C050,2018,12,6
C0B1,2018,1,24
C0B1,2018,2,20
C0B1,2018,3,24
C0B1,2018,4,20
C0B1,2018,5,16
C0B1,2018,6,17
C0B1,2018,7,16
C0B1,2018,8,11
C0B1,2018,9,7
C0B1,2018,10,13
C0B1,2018,11,20
C0B1,2018,12,10
C079,2018,1,23
C079,2018,2,20
C079,2018,3,23
C079,2018,4,18
C079,2018,5,16
C079,2018,6,20
C079,2018,7,16
C079,2018,8,12
C079,2018,9,8
C079,2018,10,13
C079,2018,11,21
C079,2018,12,12
C0C1,2018,1,23
C0C1,2018,2,20
C0C1,2018,3,22
C0C1,2018,4,19
C0C1,2018,5,15
C0C1,2018,6,16
C0C1,2018,7,13
C0C1,2018,8,11
C0C1,2018,9,9
C0C1,2018,10,12
C0C1,2018,11,20
C0C1,2018,12,8
C061,2018,1,20
C061,2018,2,20
C061,2018,3,22
C061,2018,4,19
C061,2018,5,16
C061,2018,6,19
C061,2018,7,15
C061,2018,8,11
C061,2018,9,9
C061,2018,10,14
C061,2018,11,19
C061,2018,12,7
C032,2018,1,23
C032,2018,2,20
C032,2018,3,23
C032,2018,4,19
C032,2018,5,16
C032,2018,6,19
C032,2018,7,14
C032,2018,8,9
C032,2018,9,5
C032,2018,10,13
C032,2018,11,18
C032,2018,12,8
C002,2018,1,23
C002,2018,2,20
C002,2018,3,25
C002,2018,4,15
C002,2018,5,14
C002,2018,6,16
C002,2018,7,15
C002,2018,8,10
C002,2018,9,10
C002,2018,10,11
C002,2018,11,19
C002,2018,12,10
C0C2,2018,1,23
C0C2,2018,2,20
C0C2,2018,3,22
C0C2,2018,4,18
C0C2,2018,5,14
C0C2,2018,6,16
C0C2,2018,7,11
C0C2,2018,8,8
C0C2,2018,9,8
C0C2,2018,10,12
C0C2,2018,11,17
C0C2,2018,12,8
C069,2018,1,23
C069,2018,2,20
C069,2018,3,23
C069,2018,4,17
C069,2018,5,14
C069,2018,6,19
C069,2018,7,16
C069,2018,8,12
C069,2018,9,9
C069,2018,10,13
C069,2018,11,17
C069,2018,12,11
C0B6,2018,1,24
C0B6,2018,2,20
C0B6,2018,3,23
C0B6,2018,4,19
C0B6,2018,5,18
C0B6,2018,6,20
C0B6,2018,7,16
C0B6,2018,8,12
C0B6,2018,9,10
C0B6,2018,10,12
C0B6,2018,11,19
C0B6,2018,12,12
C0BE,2018,1,23
C0BE,2018,2,20
C0BE,2018,3,24
C0BE,2018,4,18
C0BE,2018,5,16
C0BE,2018,6,16
C0BE,2018,7,18
C0BE,2018,8,13
C0BE,2018,9,12
C0BE,2018,10,11
C0BE,2018,11,21
C0BE,2018,12,11
C065,2018,1,22
C065,2018,2,20
C065,2018,3,22
C065,2018,4,22
C065,2018,5,18
C065,2018,6,21
C065,2018,7,21
C065,2018,8,11
C065,2018,9,12
C065,2018,10,13
C065,2018,11,15
C065,2018,12,8
C003,2018,1,23
C003,2018,2,20
C003,2018,3,24
C003,2018,4,17
C003,2018,5,16
C003,2018,6,18
C003,2018,7,16
C003,2018,8,11
C003,2018,9,7
C003,2018,10,11
C003,2018,11,18
C003,2018,12,11
C039,2018,1,23
